,created_at,text,user.id,sentiment
20,Wed Mar 04 22:29:00 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",558058097,Negative
21,Wed Mar 04 22:28:59 +0000 2020,RT @TenaciousE5: He and Joe should have a debate about “why the United States is the only major country on earth not to guarantee healthcar…,558058097,Positive
22,Wed Mar 04 22:22:49 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",7.60E+17,Negative
23,Wed Mar 04 22:21:49 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",9.77E+17,Negative
24,Wed Mar 04 22:19:29 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",788425621,Positive
25,Wed Mar 04 22:19:21 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",611753395,Positive
26,Wed Mar 04 22:18:18 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",109404985,Negative
27,Wed Mar 04 22:18:13 +0000 2020,RT @TenaciousE5: He and Joe should have a debate about “why the United States is the only major country on earth not to guarantee healthcar…,109404985,Positive
28,Wed Mar 04 22:17:51 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",223923582,Negative
29,Wed Mar 04 22:17:12 +0000 2020,"@Deecita @Goldnlykdaylite @MeghanMcCain He wants to put it back into the government to create Medicare for All, an… https://t.co/NGGPvnrNlK",787325900,Positive
30,Wed Mar 04 22:14:43 +0000 2020,"@ThatDavren @DetricCook @fakeandstr8 @nataliesurely ""Taking into account... the savings that would be achieved thro… https://t.co/If2insctvd",2439419172,Neutral
31,Wed Mar 04 22:14:17 +0000 2020,"@ccdavis02 @michaelharriot That exit poll may have been misleading.  Wanting health care for all , doesn’t mean you… https://t.co/h5Hnk8YGUm",173619316,Negative
32,Wed Mar 04 22:13:42 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",944812507,Positive
33,Wed Mar 04 22:13:07 +0000 2020,@EEstaris @historydude6 @Jacob76862239 @mazlow01 @deerutens @SmackaT @jpaceDC @MattMurph24 Single payer results in… https://t.co/EJvMfJtV3d,242043510,Negative
34,Wed Mar 04 22:09:53 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",1011801625,Negative
35,Wed Mar 04 22:06:00 +0000 2020,@DR_ILL @LateNightNelly @TheyCallMeTarz @xeni And people need to also understand that some of us have been pursuing… https://t.co/xRTWJmTWNQ,28037761,Neutral
36,Wed Mar 04 21:59:33 +0000 2020,I don't understand the pushback and cost estimates. those up to 25 are on parents policies? Those 65 over on Medica… https://t.co/eem29VZJVA,9.07E+17,Neutral
37,Wed Mar 04 21:59:24 +0000 2020,@BoCampbell18 @raesanni OK Boomer https://t.co/XZLN4dKAia,2474296867,Positive
38,Wed Mar 04 21:59:17 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",4115045848,Negative
39,Wed Mar 04 21:59:11 +0000 2020,RT @TenaciousE5: He and Joe should have a debate about “why the United States is the only major country on earth not to guarantee healthcar…,4115045848,Positive
40,Wed Mar 04 21:59:06 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",495602226,Positive
41,Wed Mar 04 21:58:48 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",4633251613,Positive
42,Wed Mar 04 21:55:25 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",1.00E+18,Positive
43,Wed Mar 04 21:46:00 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",16193036,Positive
44,Wed Mar 04 21:45:23 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",576215318,Positive
45,Wed Mar 04 21:45:01 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",2302586047,Positive
46,Wed Mar 04 21:39:32 +0000 2020,@MariaWallStreet @KraftHeinzCo @NHL @WayneGretzky @MariaBartiromo @FoxBusiness Market surge today is due to fears a… https://t.co/DAUsRyCyTW,1.03E+18,Negative
47,Wed Mar 04 21:37:21 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",2301675037,Negative
48,Wed Mar 04 21:36:45 +0000 2020,@raschatz @fotodave Here’s one massive difference between Biden and Trump: Biden won’t aggressively appoint judges… https://t.co/dtJugKLDSG,15285457,Neutral
49,Wed Mar 04 21:36:31 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",140506338,Positive
50,Wed Mar 04 21:33:52 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",254392220,Negative
51,Wed Mar 04 21:31:28 +0000 2020,@thekohler @Ispira11 @Bern4prez1 @krystalball You are letting out a vital piece of that statement. FDR got these gr… https://t.co/D46O1981hw,312251488,Positive
52,Wed Mar 04 21:22:54 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",16224540,Positive
53,Wed Mar 04 21:17:34 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",8.52E+17,Negative
54,Wed Mar 04 21:16:56 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",9.42E+17,Negative
55,Wed Mar 04 21:16:51 +0000 2020,RT @TenaciousE5: He and Joe should have a debate about “why the United States is the only major country on earth not to guarantee healthcar…,9.42E+17,Positive
56,Wed Mar 04 21:16:33 +0000 2020,"@SpeakerPelosi The ACA, aka Obama Care, is a miserable failure that not 1 Republican voted for. You want single pay… https://t.co/F0hUa32TMD",2297128219,Negative
57,Wed Mar 04 21:15:16 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",67380110,Negative
58,Wed Mar 04 21:13:15 +0000 2020,RT @Glambertoo1: @PhroydsWorld @solidarity1986 @Olsonjam808 @StarLord35 @donnyonyea @ComplexMissy @NicoleNonya @GuidoColacci @mplspat @Harr…,930518317,Neutral
59,Wed Mar 04 21:09:36 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",52692507,Negative
60,Wed Mar 04 21:05:36 +0000 2020,It is our hope that Bernie will debate joe on the issues at hand. We know how Bernie has stood on the issues for th… https://t.co/bXCjvkV1uK,396903574,Neutral
61,Wed Mar 04 21:03:58 +0000 2020,#NAME?,70654399,Negative
62,Wed Mar 04 21:00:16 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",7.96E+17,Negative
63,Wed Mar 04 20:58:43 +0000 2020,"RT @niktaylorde: ...for example, it's not a single-payer system, as it doesn't include the abolition of private health insurance

source:
h…",7.38E+17,Neutral
64,Wed Mar 04 20:56:02 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",8.06E+17,Negative
65,Wed Mar 04 20:51:08 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",559112971,Negative
66,Wed Mar 04 20:51:00 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",173593853,Negative
67,Wed Mar 04 20:49:15 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",1138348476,Negative
68,Wed Mar 04 20:49:08 +0000 2020,RT @TenaciousE5: He and Joe should have a debate about “why the United States is the only major country on earth not to guarantee healthcar…,1138348476,Positive
69,Wed Mar 04 20:48:56 +0000 2020,"RT @Glambertoo1: @Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich in anti…",7476762,Positive
70,Wed Mar 04 20:48:25 +0000 2020,"@Christarchist Biden's SuperPac is led by HealthCare Lobbyists, so NO Single Payer Medicare For All + this is rich… https://t.co/bsC46O27ww",50151086,Positive
71,Wed Mar 04 20:46:45 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",8.70E+17,Negative
72,Wed Mar 04 20:43:50 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",1.15E+18,Negative
73,Wed Mar 04 20:43:36 +0000 2020,"@LizWill99 @popspeach @ewarren No, ""progressive"" in not meaningless.  Medicare-For-All is progressive.  A single-pa… https://t.co/fmENeqm65u",8.01E+17,Positive
74,Wed Mar 04 20:40:52 +0000 2020,Thinking more about this. We should actually try to get Kim to sell Medicare for All to Trump in his second term. H… https://t.co/N04U1Ji8xr,9.24E+17,Positive
75,Wed Mar 04 20:40:36 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",214742486,Negative
76,Wed Mar 04 20:38:49 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",2800929170,Negative
77,Wed Mar 04 20:37:33 +0000 2020,"RT @TenaciousE5: Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most other co…",38241210,Negative
78,Wed Mar 04 20:37:08 +0000 2020,"Very few countries have single payer systems. None have single payer systems like Medicare For All. Period. 
Most o… https://t.co/21UY56d56t",8.25E+17,Positive
79,Wed Mar 04 20:36:01 +0000 2020,He and Joe should have a debate about “why the United States is the only major country on earth not to guarantee he… https://t.co/o6YC6kV774,8.25E+17,Positive
80,Wed Mar 04 20:35:28 +0000 2020,@HavelockWinston @AndrewMolnar88 @seanhannity 🤣🤣🤣🤣 Trump's response to this has been far more proactive and faster… https://t.co/8oyG2coCbg,7.63E+17,Positive
81,Wed Mar 04 20:35:08 +0000 2020,@JordanSekulow @JaySekulow Market up with credit to Biden for surpassing Bernie and his crazy MEDICARE FOR ALL...BU… https://t.co/hw3PiSMJ0n,1.03E+18,Negative
82,Wed Mar 04 20:35:06 +0000 2020,@AjAX881 @pawg_father @kefs123 @helloiambear @deathoftheparty How will we ever fund something that costs 450 billio… https://t.co/ExIMVGIe4K,460975308,Neutral
83,Wed Mar 04 20:32:10 +0000 2020,@marklevinshow Mark..maybe you will get this: MARKET UP TODAY DUE TO ALLEVIATED FEARS OF BERNIES MEDICARE FOR ALL T… https://t.co/4ofb8cSv7R,1.03E+18,Positive
84,Wed Mar 04 20:29:09 +0000 2020,"RT @gohatt: A MARINE'S MESSAGE TO @BernieSanders: No thanks, Bernie -- we know exactly what your ""Medicare for All"" is --  the better name…",416699716,Positive
85,Wed Mar 04 20:27:25 +0000 2020,@WSJ You give Biden credit for market? YOU FOOLS WILL SEE THAT HE STANDS FOR SINGLE-PAYER HEALTHCARE...SAME AS MEDI… https://t.co/urK1Qa9v4V,1.03E+18,Neutral
86,Wed Mar 04 20:25:50 +0000 2020,"@WSJ OK...great the market is up...BUT, IF YOU THINK BIDEN IS ""SAFE"", THINK AGAIN! You feared Bernies Medicare for… https://t.co/DPLudPj8ey",1.03E+18,Positive
87,Wed Mar 04 20:25:22 +0000 2020,"California, where Sanders did very well, “A majority of CA Dem primary voters called for an overhaul of the economi… https://t.co/KnpMHKsN0Y",3415644874,Positive
88,Wed Mar 04 20:24:42 +0000 2020,@ParaGavin @RepMichaelWaltz @RepAndyBiggsAZ @SpeakerPelosi Medicare controls costs and has very low admin costs com… https://t.co/70DjYG60oW,9.66E+17,Neutral
89,Wed Mar 04 20:21:41 +0000 2020,@PhroydsWorld @solidarity1986 @Olsonjam808 @StarLord35 @donnyonyea @ComplexMissy @NicoleNonya @GuidoColacci… https://t.co/QAiP9n6qD8,50151086,Neutral
90,Wed Mar 04 20:18:15 +0000 2020,"Biden used to know single payer Medicare for All was the way forward. What happened?

#Bernie2020 

https://t.co/Ar0v9x3e7W",55981709,Negative
91,Wed Mar 04 20:17:59 +0000 2020,@xrayca @memomoment @PoliticsnPoker @NouveauBougee @DeezFlock @d_mccarthy37 @TooDankAnna @sunrisemvmt @JoeBiden Not… https://t.co/nGBqZk66q2,368073305,Neutral
92,Wed Mar 04 20:15:30 +0000 2020,@AishaMoodMills @hilaryr @CNN Actually all of us Biden supporters are extremely liberal and the most liberal polici… https://t.co/A8TKdauh6S,1.21E+18,Positive
93,Wed Mar 04 20:15:08 +0000 2020,@AishaMoodMills Actually all of us Biden supporters are extremely liberal and the most liberal policies like single… https://t.co/8s6RseCy87,1.21E+18,Positive
94,Wed Mar 04 20:09:26 +0000 2020,Exit polls from 11 states all found that a majority of Democratic voters support replacing private health insurance… https://t.co/DjJebWCyxa,807896635,Neutral
95,Wed Mar 04 20:08:24 +0000 2020,@PatriotWestward @matthewcooper__ @bobbakh @n_chomsky_bot @PpollingNumbers @WinWithJMC literally no one said that… https://t.co/OBffIKMfn9,1.20E+18,Neutral
96,Wed Mar 04 20:05:15 +0000 2020,RT @NikkiHaley: The left adopted the “Medicare for All” terminology deliberately – because “socialized medicine” and “single-payer health c…,362813558,Neutral
97,Wed Mar 04 20:00:59 +0000 2020,@festiveBeanie @penrendall @wild_spruce @into_the_brush That's obviously where regulation comes in as I just said.… https://t.co/G1M5irbldq,1898057617,Neutral
98,Wed Mar 04 19:57:39 +0000 2020,"@AnandWrites Not a revolution it is a movement
By the people and for the people.All the polls show that people want… https://t.co/yQ5e7Cjr21",102661843,Neutral
99,Wed Mar 04 19:51:34 +0000 2020,"RT @RebeccaMPifer: Checked in on payer stocks this morning.

$UNH, $CVS, $ANTM, $CI &amp; $CNC were all up following Super Tuesday's results, w…",1.05E+18,Positive
100,Wed Mar 04 19:45:20 +0000 2020,via NNU: Exit polls from 11 states all found a majority of Democratic voters support replacing private health insur… https://t.co/NwrtcELgc2,485923710,Neutral
101,Wed Mar 04 19:41:24 +0000 2020,@BernieSanders But remember Medicare is has a charge to the person too. And prescriptions are an issue for many on… https://t.co/2s6ZIcMEmI,1.20E+18,Positive
102,Wed Mar 04 19:39:09 +0000 2020,@MariaArriola4 @RogueMorose @bishopbengals @ReginaA1981 @jenngradybklyn @vexedinthecity arguing with berners is lik… https://t.co/GmsViHrTwt,1.22E+18,Neutral
103,Wed Mar 04 19:29:19 +0000 2020,Bernie just said “The US is the only major country that doesn’t guarantee healthcare with a system like Medicare fo… https://t.co/tfbZa34xcI,369863376,Positive
104,Wed Mar 04 19:15:54 +0000 2020,"RT @danielahanley: Biden is getting victories, yet most people favor:
• Medicare for All (https://t.co/vLSIp81DP6) 
• Free College/Cancelat…",1.16E+18,Positive
105,Wed Mar 04 19:03:24 +0000 2020,".@HouseGOP @SenateGOP can’t just be against &amp; play ideological games, USA needs solutions @realDonaldTrump… https://t.co/gA8DZHbbTO",800747286,Neutral
106,Wed Mar 04 19:01:32 +0000 2020,"RT @TheWxSteiner15: @nberlat For what it's worth, I would be more open to supporting Biden if he were willing to concede to at least workin…",271031504,Positive
107,Wed Mar 04 18:59:53 +0000 2020,"RT @TheWxSteiner15: @nberlat For what it's worth, I would be more open to supporting Biden if he were willing to concede to at least workin…",252643801,Positive
108,Wed Mar 04 18:59:22 +0000 2020,"@nberlat For what it's worth, I would be more open to supporting Biden if he were willing to concede to at least wo… https://t.co/LWBS5NFIZC",357521810,Positive
109,Wed Mar 04 18:51:12 +0000 2020,"@Sandyk5251 So, Obama nixes single-payer. Tries to cut SS &amp; Medicare. Gave billions to the health insurance cartel,… https://t.co/7Keq5pwQd0",4240816038,Negative
110,Wed Mar 04 18:48:22 +0000 2020,"@StevenTDennis They are aware he supports a public option “Medicare for anyone who wants it” approach, right?  Whic… https://t.co/0D35S776zx",167486422,Positive
111,Wed Mar 04 18:41:27 +0000 2020,"@chrisadeason @KanielaIng Yeah I mean he’d be better than Trump. All those are changes I guess, just not as big as… https://t.co/mYEejcfYKo",500846812,Positive
112,Wed Mar 04 18:39:24 +0000 2020,Among all states last night: Medicare for All (Single Payer Healthcare) polled better in Texas than every other state besides Maine,11560052,Positive
113,Wed Mar 04 18:34:52 +0000 2020,@AntuofermoLori @krystalball That’s two very diff things.   Medicare for all.  Single payer!!!!,18385656,Positive
114,Wed Mar 04 18:34:02 +0000 2020,"@vfrvctryz @deliberatedaily Technically, the healthcare plan Biden is running on is a version of medicare for all.… https://t.co/2JwrLSe0pD",600568561,Neutral
115,Wed Mar 04 18:31:29 +0000 2020,@JoeBiden Will you take on the billionaires and tax them like Warren said she would? Will you give us Single Payer… https://t.co/OnAAKb8ZcW,46296955,Negative
116,Wed Mar 04 18:31:07 +0000 2020,Dear oh dear @DavidBrailer not only wrote pretty indefensible rubbish about #Medicare4All but also mixed up a singl… https://t.co/AUCrqoVeP6,1248081,Positive
117,Wed Mar 04 18:28:55 +0000 2020,"A MARINE'S MESSAGE TO @BernieSanders: No thanks, Bernie -- we know exactly what your ""Medicare for All"" is --  the… https://t.co/rJ15gLlqdV",130644112,Positive
118,Wed Mar 04 18:28:51 +0000 2020,"“Medicare for All would lead to worse benefits, long waits, rationed care, and higher healthcare costs for employer… https://t.co/yzrcB99X1I",7.63E+17,Negative
119,Wed Mar 04 18:27:56 +0000 2020,"RT @DotDillon2: Bernie's Medicare For All Plan 
Tax Calculator - See how much you’ll pay for single payer comprehensive healthcare with no…",298239142,Positive
120,Wed Mar 04 18:20:12 +0000 2020,RT @stevekrohn: Payer stocks rebound as Super Tuesday results quell M4A fears https://t.co/W2AJOGGwWc https://t.co/QcBFD2fcK2,541940527,Positive
121,Wed Mar 04 18:20:04 +0000 2020,@lisastark351 @BernieSanders 65% of all Americans want Medicare for All as the final solution to the healthcare cri… https://t.co/kbcQJsEupS,9.48E+17,Neutral
122,Wed Mar 04 18:18:22 +0000 2020,"Bernie's Medicare For All Plan 
Tax Calculator - See how much you’ll pay for single payer comprehensive healthcare… https://t.co/Sq6EgdoFZb",7.49E+17,Positive
123,Wed Mar 04 18:16:35 +0000 2020,@AARP Medicare-for-All single payer would take care of that. #Bernie2020 is the only candidate with the vision to g… https://t.co/uE8xv0mnqf,269015812,Negative
124,Wed Mar 04 18:14:23 +0000 2020,@Halcyon270 @Mary_Nelson8 Just wait until Dems propose Single Payer Healthcare or Medicare For All!,9.48E+17,Negative
125,Wed Mar 04 18:12:15 +0000 2020,Joe Biden needs to either reconsider using his son’s death by brain cancer in his speeches to gain support OR recon… https://t.co/aDViZIwIaC,862681315,Neutral
126,Wed Mar 04 18:11:28 +0000 2020,RT @AnitaDefazio: @knssradio @MarkSteynOnline The Market is elated Biden is in the lead now as they were so worried about Bernie's MEDICARE…,8.23E+17,Neutral
127,Wed Mar 04 18:10:23 +0000 2020,@SallyPipes is a deluded nut. She says (but no one believes) physicians would work more under single payer than the… https://t.co/nw3uiea5bl,1.18E+18,Positive
128,Wed Mar 04 18:03:38 +0000 2020,"@eptresist How is paying for medicare as single payer system, any different than getting automatic deductions for o… https://t.co/sZ4rR9Ugz4",1.09E+18,Negative
129,Wed Mar 04 18:00:06 +0000 2020,@MarcoVGalaviz Bernie is advocating for Medicare as a single payer system. That means completely tearing up our hea… https://t.co/ITroeeBq9p,7.96E+17,Positive
130,Wed Mar 04 17:51:27 +0000 2020,"But now it's about getting things done. Medicare for All may be dead, that means we have to fight like hell for exp… https://t.co/lr0JDZtQwB",111475826,Negative
131,Wed Mar 04 17:48:10 +0000 2020,RT @NikkiHaley: The left adopted the “Medicare for All” terminology deliberately – because “socialized medicine” and “single-payer health c…,2339478906,Neutral
132,Wed Mar 04 17:47:45 +0000 2020,@parscale Tell people not to feel relief over Bernie's MEDICARE FOR ALL looking dead...remember..Obamacare was desi… https://t.co/Xr1ldO5BL6,1.03E+18,Neutral
133,Wed Mar 04 17:45:46 +0000 2020,"@draininbuckets @WhyIteachtoday @AmyCMcintosh @laserhaas01 Single payer Medicare for all, worker co-ops with no CEO… https://t.co/gRLGoxuiAV",1.18E+18,Negative
134,Wed Mar 04 17:43:50 +0000 2020,@TuckerCarlson Market relieved Bernie's MEDICARE FOR ALL IS DEAD...but don't forget OBAMACARE was never designed to… https://t.co/g8ADyeQfKX,1.03E+18,Neutral
135,Wed Mar 04 17:42:14 +0000 2020,@TeamCavuto @govkristinoem Do not feel relieved that  Bernie's MEDICARE FOR ALL is dead! PEOPLE FORGET OBAMACARE WA… https://t.co/ILd2nYfyVY,1.03E+18,Negative
136,Wed Mar 04 17:38:04 +0000 2020,@IngrahamAngle MARKET RELIEVED BERNIE'S MEDICARE FOR ALL LOOKS FINISHED...BUT PEOPLE FORGET...OBAMACARE WAS NEVER D… https://t.co/gG9sO9B00I,1.03E+18,Neutral
137,Wed Mar 04 17:36:48 +0000 2020,@AllDayMGray @dyoung1993 @PhillipStaff0rd @jacksonemery04 Granted it probably depends on the flavor of single-payer… https://t.co/NyJAp9pgrj,236617309,Neutral
138,Wed Mar 04 17:35:56 +0000 2020,"@Teresaannelane @SalamAlOmaishi @marieapsophia @BernieSanders Dems lost 1,200 seats under Obama with his weak leade… https://t.co/iSgNv0pPY8",1584066914,Negative
139,Wed Mar 04 17:35:12 +0000 2020,@LouDobbs @EdRollins I do not want to tank the market...BUT...REMIND EVERYONE THAT OBAMACARE WAS DESIGNED AS A PREL… https://t.co/oGd0baPRFn,1.03E+18,Neutral
140,Wed Mar 04 17:27:12 +0000 2020,"@Riopublican Single payer works in canada.  @Riopublican just doesnt believe in America. 

;)

Jk, strong regulatio… https://t.co/rfhzz7SfRW",15189518,Positive
141,Wed Mar 04 17:22:43 +0000 2020,RT @NikkiHaley: The left adopted the “Medicare for All” terminology deliberately – because “socialized medicine” and “single-payer health c…,9.09E+17,Neutral
142,Wed Mar 04 17:22:39 +0000 2020,@CrunchyConserv3 Think Example Your Experience   Metaphor For Single Payer Medicare For All System  Dems Take WH n… https://t.co/2mjXaNTGYR,8.41E+17,Negative
143,Wed Mar 04 17:21:37 +0000 2020,"@cialwayssmiling Start with opposes Medicare for all. That’s cap. He opposes single payer, not m4a

“Chaired the Cl… https://t.co/FwCc931CHg",105050227,Negative
144,Wed Mar 04 17:18:38 +0000 2020,@Claire46904843 @ryanstruyk @MillenPolitics @CNN He can. Expanding Medicare for all to all requires an executive or… https://t.co/n6jkcrRK6p,1.11E+18,Neutral
145,Wed Mar 04 17:15:26 +0000 2020,@knssradio @MarkSteynOnline The Market is elated Biden is in the lead now as they were so worried about Bernie's ME… https://t.co/mpRrfWSZNU,1.03E+18,Neutral
146,Wed Mar 04 17:15:12 +0000 2020,Payer stocks rebound as Super Tuesday results quell M4A fears https://t.co/W2AJOGGwWc https://t.co/QcBFD2fcK2,541940527,Positive
147,Wed Mar 04 17:14:23 +0000 2020,@photochrist What Sanders is advocating for is so unattainable fiscally its laughable. The notion that taxing billi… https://t.co/QC3GLtqIiJ,80568391,Negative
148,Wed Mar 04 17:12:48 +0000 2020,@thunder825 @TheView @jonkarl Socialism ? How ? Like healthcare ? You do realise that every single developed nation… https://t.co/OT66tqNBBF,1.04E+18,Positive
149,Wed Mar 04 17:10:18 +0000 2020,#NAME?,2845952266,Neutral
